Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
176.34.20.116-192.168.57.131-443-51381-6,176.34.20.116,443,192.168.57.131,51381,6,10/05/2025 04:06:43 PM,751042,14,12,4868,1672,1440,0,347.7142857142857,582.5287617292028,1118,0,139.33333333333334,315.45013532853,8707.901821735668,34.61856993350572,30041.68,60024.8399267059,150771,0,601847,46295.92307692308,72051.54632328804,154835,0,604261,54932.818181818184,74040.52746005823,152294,68,0,0,0,0,768,660,18.640768425733846,15.977801507771868,0,1440,251.53846153846155,481.1066601716697,231463.61846153848,2,2,0,13,25,0,0,0,0.8571428571428571,251.53846153846155,347.7142857142857,139.33333333333334,768,357.0,4.0,2382.779909894877,1369.0,4.0,5070370.37037037,0.0,0.0,0.0,0.0,0,65535,9,54,751042,0.0,751042,751042,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.16-51379-80-6,192.168.57.131,51379,23.223.244.16,80,6,10/05/2025 04:06:42 PM,2494502,93,217,8750,267044,250,0,94.08602150537635,121.77345822700754,1440,0,1230.6175115207373,444.9628534925396,110560.74519082365,124.27330184541843,8072.822006472492,23653.91503008927,263183,0,2463375,26775.815217391304,37215.96304699007,263183,86,2425147,11227.532407407407,29273.83671104612,294367,0,0,0,0,0,5046,12610,37.28199055362553,86.9913112917929,0,1440,889.658064516129,644.1683275030324,414952.834158054,2,3,0,139,309,0,0,0,2.3333333333333335,889.658064516129,94.08602150537635,1230.6175115207373,5046,0.0,0.0,0.0,7629.828571428571,6.057142857142857,4623257.907584703,0.0,0.0,0.0,0.0,65535,64240,35,54,2494502,0.0,2494502,2494502,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51383-443-6,192.168.57.131,51383,52.137.106.217,443,6,10/05/2025 04:06:44 PM,1401903,11,11,1282,4313,785,0,116.54545454545455,233.79194324713743,1440,0,392.09090909090907,579.9647324700795,3991.003657171716,15.692954505411574,66757.28571428571,102503.56408444677,229467,0,1183879,118387.9,124219.15262993868,272978,103,1175429,117542.9,124492.32017317374,266597,0,0,0,0,0,606,606,7.846477252705787,7.846477252705787,0,1440,254.3181818181818,453.96490176513873,206084.13203463206,2,2,0,11,21,0,0,0,1.0,254.3181818181818,116.54545454545455,392.09090909090907,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1401903,0.0,1401903,1401903,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.97.190.221-51361-443-6,192.168.57.131,51361,20.97.190.221,443,6,10/05/2025 04:06:41 PM,4753909,39,53,29186,55616,1440,0,748.3589743589744,689.0654421285126,1440,0,1049.3584905660377,598.0771783982019,17838.37258979926,19.352494967825425,52240.758241758245,291795.48548272037,2744664,0,4552018,119789.94736842105,445378.64074144803,2744664,0,4551923,87536.98076923077,410626.7065179564,2939810,0,0,0,0,0,2118,2874,8.203775040708605,11.14871992711682,0,1440,921.7608695652174,651.9505369487833,425039.50262780697,2,2,0,19,91,0,0,0,1.358974358974359,921.7608695652174,748.3589743589744,1049.3584905660377,2118,12376.0,10.0,1050638.821681735,24628.0,18.0,235162.68410875843,39.0,29186.0,53.0,55616.0,65535,65535,27,54,4753909,0.0,4753909,4753909,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51386-443-6,192.168.57.131,51386,52.137.106.217,443,6,10/05/2025 04:06:45 PM,1435257,10,11,1291,4319,794,0,129.1,245.75075449189026,1440,0,392.6363636363636,579.9291806293719,3908.707639119684,14.631525921838389,71762.85,104855.75373429367,231826,0,1206605,134067.22222222222,125792.13288971789,271291,132,1204909,120490.9,115895.49878945065,239674,0,0,0,0,0,552,606,6.967393296113518,7.6641326257248705,0,1440,267.14285714285717,462.0883341650475,213525.6285714286,2,2,0,11,20,0,0,0,1.1,267.14285714285717,129.1,392.6363636363636,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1435257,0.0,1435257,1435257,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51389-443-6,192.168.57.131,51389,52.137.106.217,443,6,10/05/2025 04:06:46 PM,1406864,11,11,1278,4306,781,0,116.18181818181819,232.64858399819164,1440,0,391.45454545454544,580.0133384046204,3969.11144218631,15.637616713484745,66993.52380952382,101456.14072032261,231950,0,1188998,118899.8,122642.29841272364,269141,150,1182739,118273.9,124534.63424146536,268217,0,0,0,0,0,606,606,7.818808356742372,7.818808356742372,0,1440,253.8181818181818,453.67133439713785,205817.6796536797,2,2,0,11,21,0,0,0,1.0,253.8181818181818,116.18181818181819,391.45454545454544,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1406864,0.0,1406864,1406864,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.189.173.3-51390-443-6,192.168.57.131,51390,20.189.173.3,443,6,10/05/2025 04:06:47 PM,1465636,12,12,2481,4720,1082,0,206.75,375.85227392977396,1440,0,393.3333333333333,619.2727895514124,4913.225384747646,16.375143623655532,63723.30434782609,103234.15929043623,235002,0,1230643,111876.63636363637,126076.51635278692,276741,88,1230634,111875.81818181818,128296.33948933866,273051,0,0,0,0,0,660,660,8.187571811827766,8.187571811827766,0,1440,300.0416666666667,509.9565607388336,260055.69384057968,2,2,0,12,23,0,0,0,1.0,300.0416666666667,206.75,393.3333333333333,660,2111.0,4.0,5290726.817042607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,6,54,1465636,0.0,1465636,1465636,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51394-443-6,192.168.57.131,51394,52.137.106.217,443,6,10/05/2025 04:06:48 PM,1405192,11,11,692,4313,214,0,62.90909090909091,86.17709039582915,1440,0,392.09090909090907,579.9647324700795,3561.7908442405023,15.656223491167044,66913.90476190476,102756.1076953116,232207,0,1172985,117298.5,122473.49976604916,264238,119,1176445,117644.5,115380.67539550208,234733,0,0,0,0,0,606,606,7.828111745583522,7.828111745583522,0,1440,227.5,438.27798853934615,192087.59523809524,2,2,0,11,21,0,0,0,1.0,227.5,62.90909090909091,392.09090909090907,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1405192,0.0,1405192,1405192,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51396-443-6,192.168.57.131,51396,52.137.106.217,443,6,10/05/2025 04:06:49 PM,1480316,11,12,1161,4322,664,0,105.54545454545455,199.53213457303747,1440,0,360.1666666666667,564.4393571312935,3703.938888723759,15.537223133439078,67287.09090909091,106024.70338104683,294753,0,1253388,125338.8,131057.76522485547,294863,22,1255580,114143.63636363637,123616.26895540307,302864,0,0,0,0,0,606,660,7.430845846427385,8.106377287011693,0,1440,238.3913043478261,440.8008970386058,194305.43083003955,2,2,0,11,22,0,0,0,1.0909090909090908,238.3913043478261,105.54545454545455,360.1666666666667,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1480316,0.0,1480316,1480316,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51400-443-6,192.168.57.131,51400,52.137.106.217,443,6,10/05/2025 04:06:50 PM,1435271,11,11,1542,4322,1045,0,140.1818181818182,309.1338927331709,1440,0,392.90909090909093,579.9135201985645,4085.6395760800574,15.328115735634595,68346.23809523809,104386.88002134404,244930,0,1206255,120625.5,125668.45540747288,279410,236,1215351,121535.1,128707.29753846732,274425,0,0,0,0,0,606,606,7.664057867817298,7.664057867817298,0,1440,266.54545454545456,471.56908571003953,222377.40259740263,2,2,0,11,21,0,0,0,1.0,266.54545454545456,140.1818181818182,392.90909090909093,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1435271,0.0,1435271,1435271,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51402-443-6,192.168.57.131,51402,52.137.106.217,443,6,10/05/2025 04:06:52 PM,1401549,11,12,744,4313,247,0,67.63636363636364,95.11074884288603,1440,0,359.4166666666667,564.4397799159049,3608.1506961226473,16.410414477124952,63706.77272727273,99658.7456210212,231859,0,1181267,118126.7,121690.88691165188,267545,143,1180215,107292.27272727272,114616.8480818513,238943,0,0,0,0,0,606,660,7.848459097755413,8.561955379369541,0,1440,219.8695652173913,430.83326287005383,185617.30039525693,2,2,0,11,22,0,0,0,1.0909090909090908,219.8695652173913,67.63636363636364,359.4166666666667,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1401549,0.0,1401549,1401549,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51407-443-6,192.168.57.131,51407,52.137.106.217,443,6,10/05/2025 04:06:53 PM,1398711,11,11,1326,4313,829,0,120.54545454545455,246.40834549031152,1440,0,392.09090909090907,579.9647324700795,4031.569066090136,15.728767415141512,66605.28571428571,102733.30782815418,229479,0,1171954,117195.4,123057.24748732013,266511,131,1169232,116923.2,123564.93832061657,264532,0,0,0,0,0,606,606,7.864383707570756,7.864383707570756,0,1440,256.3181818181818,456.5040433100693,208395.94155844158,2,2,0,11,21,0,0,0,1.0,256.3181818181818,120.54545454545455,392.09090909090907,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1398711,0.0,1398711,1398711,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.137.106.217-51410-443-6,192.168.57.131,51410,52.137.106.217,443,6,10/05/2025 04:06:54 PM,1424057,11,10,1280,4271,783,0,116.36363636363636,233.22018468703465,1440,0,427.1,598.9593660860662,3898.0181270833964,14.74660073297628,71202.85,103606.54374236925,233449,0,1198334,119833.4,122050.0726070156,266530,123,1201753,133528.11111111112,127878.13316341896,277355,0,0,0,0,0,606,552,7.72440990774948,7.0221908252268,0,1440,264.3333333333333,462.51825189211,213923.13333333333,2,2,0,10,20,0,0,0,0.9090909090909091,264.3333333333333,116.36363636363636,427.1,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1424057,0.0,1424057,1424057,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.167.249.196-51415-443-6,192.168.57.131,51415,52.167.249.196,443,6,10/05/2025 04:06:56 PM,1411099,13,10,3276,4272,1440,0,252,509.96258032657,1440,0,427.2,598.9460743673006,5349.022286884194,16.299352490505626,64140.86363636364,89665.1879219341,206160,0,1206297,100524.75,111312.2733853035,250159,0,1204939,133882.11111111112,133206.3244373596,335918,0,0,0,0,0,714,552,9.212677494633615,7.086674995872011,0,1440,328.17391304347825,544.5124301255802,296493.78656126483,2,2,0,10,22,0,0,0,0.7692307692307693,328.17391304347825,252.0,427.2,714,2904.0,4.0,7370558.375634518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,6,54,1411099,0.0,1411099,1411099,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.167.249.196-51426-443-6,192.168.57.131,51426,52.167.249.196,443,6,10/05/2025 04:06:57 PM,1273359,11,12,898,4313,401,0,81.63636363636364,129.33079503913424,1440,0,359.4166666666667,564.4397799159049,4092.325887671898,18.06246313883202,57879.954545454544,90516.86203421795,204779,0,1068580,106858,112368.4144687564,248639,102,1073033,97548.45454545454,104650.33359178902,212366,0,0,0,0,0,606,660,8.638569327267488,9.423893811564533,0,1440,226.56521739130434,432.46763684349384,187028.25691699606,2,2,0,11,22,0,0,0,1.0909090909090908,226.56521739130434,81.63636363636364,359.4166666666667,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,5,54,1273359,0.0,1273359,1273359,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.167.249.196-51430-443-6,192.168.57.131,51430,52.167.249.196,443,6,10/05/2025 04:07:00 PM,1380550,14,12,3667,4292,1440,0,261.92857142857144,507.6780421738707,1440,0,357.6666666666667,566.7419379597951,5765.0936221071315,18.83307377494477,55222,85691.01779747203,208379,0,1172171,90167,107492.93648964413,252202,0,1185805,107800.45454545454,126212.26540741882,328221,0,0,0,0,0,768,660,10.140885878816414,8.692187896128354,0,1440,306.11538461538464,526.9901955006811,277718.66615384613,2,2,0,10,25,0,0,0,0.8571428571428571,306.11538461538464,261.92857142857144,357.6666666666667,768,3295.0,5.0,7557339.449541284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,65535,7,54,1380550,0.0,1380550,1380550,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51431-6,13.71.55.58,443,192.168.57.131,51431,6,10/05/2025 04:07:01 PM,99344,9,11,4606,717,1440,0,511.77777777777777,617.0232527583092,220,0,65.18181818181819,90.24280379267721,53581.49460460622,201.32066355290706,5228.631578947368,7215.060484928009,21327,0,88023,11002.875,10384.820686773006,22657,0,80739,8073.9,8546.929434988138,21439,136,0,0,0,0,498,606,90.59429859880818,110.72636495409888,0,1440,266.15,465.3491360484648,216549.8184210526,2,2,0,10,19,0,0,0,1.2222222222222223,266.15,511.77777777777777,65.18181818181819,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,7,54,99344,0.0,99344,99344,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51434-6,13.71.55.58,443,192.168.57.131,51434,6,10/05/2025 04:07:02 PM,116867,11,11,6104,639,1440,0,554.9090909090909,645.9743732603414,214,0,58.09090909090909,79.25711898051121,57698.06703346539,188.24817955453636,5565.0952380952385,8385.514885233715,24225,0,98385,9838.5,13561.426320020078,36686,0,103197,10319.7,9902.748025450084,24380,78,0,0,0,0,606,606,94.12408977726818,94.12408977726818,0,1440,306.5,516.0842262377611,266342.9285714286,2,2,0,10,21,0,0,0,1.0,306.5,554.9090909090909,58.09090909090909,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,116867,0.0,116867,116867,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51433-6,13.71.55.58,443,192.168.57.131,51433,6,10/05/2025 04:07:01 PM,282624,11,13,4264,3187,1440,0,387.6363636363636,582.6759429952936,1440,0,245.15384615384616,494.51724711308873,26363.649230072464,84.91847826086956,12288,17000.708584163083,54890,0,249409,24940.9,30727.978851890377,94138,0,262434,21869.5,25575.455988114856,72747,0,0,0,0,0,606,714,38.920969202898554,45.997509057971016,0,1440,310.4583333333333,529.5872863283065,280462.6938405797,2,2,0,10,23,0,0,0,1.1818181818181819,310.4583333333333,387.6363636363636,245.15384615384616,606,0.0,0.0,0.0,2815.0,4.0,10503731.343283582,0.0,0.0,0.0,0.0,0,65535,7,54,282624,0.0,282624,282624,0.0,0.0,0.0,0.0,NeedManualLabel
13.71.55.58-192.168.57.131-443-51437-6,13.71.55.58,443,192.168.57.131,51437,6,10/05/2025 04:07:02 PM,190711,11,11,4648,629,1440,0,422.54545454545456,586.5801503011099,214,0,57.18181818181818,78.24936828092375,27670.139635364507,115.35779268107241,9081.47619047619,14154.66467147508,49919,0,175909,17590.9,23550.60715164497,73225,0,171754,17175.4,23007.910389448425,71873,42,0,0,0,0,606,606,57.678896340536205,57.678896340536205,0,1440,239.86363636363637,449.13623932150193,201723.36147186146,2,2,0,11,21,0,0,0,1.0,239.86363636363637,422.54545454545456,57.18181818181818,606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,8,54,190711,0.0,190711,190711,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.189.173.7-51313-443-6,192.168.57.131,51313,20.189.173.7,443,6,10/05/2025 04:06:30 PM,32324363,3,0,48,0,24,0,16,13.856406460551018,0.0,0.0,0.0,0.0,1.484948056052953,0.09280925350330957,16162181.5,7615884.394381555,21547425,10776938,32324363,16162181.5,7615884.394381555,21547425,10776938,0.0,0.0,0.0,0.0,0.0,0,0,0,0,162,0,0.09280925350330957,0.0,0,24,16,13.856406460551018,192,2,0,1,2,3,0,0,0,0.0,16.0,16.0,0.0,162,0.0,0.0,0.0,0.0,0.0,0.0,1.5,24.0,0.0,0.0,252,0,1,54,0.0,0.0,0.0,0.0,16162181.5,7615884.394381555,21547425,10776938,NeedManualLabel
