Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.50-192.168.1.1-38406-80-17,10.0.0.50,38406,192.168.1.1,80,17,04/05/2025 07:35:08 PM,-45467,0,93,0,40845,0.0,0.0,0.0,0.0,1067,0,439.19354838709677,213.53302657009556,0.0,0.0,-494.20652173913044,63637.16672013039,122004,-135523,0.0,0.0,0.0,0.0,0.0,-45467,-494.20652173913044,63637.16672013039,122004,-135523,0,0,0,0,0,2604,0.0,0.0,0,1067,439.19354838709677,213.53302657009556,45596.353436185134,0,0,0,0,0,0,0,0,0.0,445.5698924731183,0.0,439.19354838709677,0,0.0,0.0,0.0,40845.0,90.0,-898343.8537840631,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-8.8.8.8-49429-39024-6,10.0.0.50,49429,8.8.8.8,39024,6,04/05/2025 07:35:16 PM,2095,41,42,14115,15337,872,0,344.2682926829268,184.17614183034726,705,0,365.1666666666667,172.39870361499266,14058233.890214797,39618.138424821,25.548780487804876,54948.38742377159,100938,-126567,33076,826.9,50890.790848337485,73465,-126567,49134,1198.3902439024391,55599.823579701246,100938,-117824,0,0,0,0,1640,1680,19570.405727923626,20047.732696897376,0,872,354.8433734939759,177.53285384220806,31517.914193358803,0,1,0,3,82,6,0,0,1.024390243902439,361.0120481927711,344.2682926829268,365.1666666666667,1640,3257.0,9.0,-105175.62909202464,4744.333333333333,12.666666666666666,456156.6566245753,0.0,0.0,0.0,0.0,0,59952,40,40,2095,0.0,2095,2095,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-8.8.8.8-14385-443-17,10.0.0.50,14385,8.8.8.8,443,17,04/05/2025 07:35:05 PM,-10480,0,56,0,11458,0.0,0.0,0.0,0.0,549,0,204.60714285714286,138.8186100402482,0.0,0.0,-190.54545454545453,17585.490633135058,41464,-34149,0.0,0.0,0.0,0.0,0.0,-10480,-190.54545454545453,17585.490633135058,41464,-34149,0,0,0,0,0,1568,0.0,0.0,0,549,204.60714285714286,138.8186100402482,19270.606493506493,0,0,0,0,0,0,0,0,0.0,206.67857142857142,0.0,204.60714285714286,0,0.0,0.0,0.0,11458.0,54.0,-1093320.610687023,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
172.16.0.20-8.8.8.8-56324-18331-6,172.16.0.20,56324,8.8.8.8,18331,6,04/05/2025 07:35:13 PM,-6815,40,41,16650,19044,838,0,416.25,179.3782352518033,996,0,464.4878048780488,225.05578441257842,0.0,0.0,-85.1875,40171.63519235544,94108,-79482,50947,1306.3333333333333,37572.621927992455,94108,-76554,-15458,-386.45,43315.315574049404,85420,-79482,0,0,0,0,1600,1640,0.0,0.0,0,996,440.6666666666667,203.96084182999442,41600.025,0,1,0,0,80,4,0,0,1.025,440.6666666666667,416.25,464.4878048780488,1600,2865.4,6.6,2620632.888238522,3343.3333333333335,7.0,-68079.84958629443,0.0,0.0,0.0,0.0,23096,42054,38,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-8.8.8.8-4932-63097-6,10.0.0.50,4932,8.8.8.8,63097,6,04/05/2025 07:35:09 PM,42498,46,46,11442,12438,436,0,248.7391304347826,107.95398912553414,488,8,270.39130434782606,119.15190645388014,561908.7957080333,2164.8077556590897,467.010989010989,97246.34876716103,220516,-211523,42498,944.4,85844.28721088816,208424,-211523,29317,651.4888888888889,110409.95417752345,220516,-221839,0,0,0,0,1840,1840,1082.4038778295449,1082.4038778295449,0,488,259.5652173913044,113.58729076366399,12902.072623029146,0,2,0,8,91,9,0,0,1.0,259.5652173913044,248.7391304347826,270.39130434782606,1840,2754.5,11.0,-33146.2127639092,2355.5,9.5,-59723.25226133201,0.0,0.0,0.0,0.0,25799,34743,44,40,42498,0.0,42498,42498,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-208.67.222.222-24031-80-17,192.168.1.100,24031,208.67.222.222,80,17,04/05/2025 07:35:14 PM,38204,0,188,0,12878,0.0,0.0,0.0,0.0,159,0,68.5,32.216430524220485,337085.1219767563,4920.950685792063,204.29946524064172,277824.38618733996,625933,-565047,0.0,0.0,0.0,0.0,0.0,38204,204.29946524064172,277824.38618733996,625933,-565047,0,0,0,0,0,5264,0.0,4920.950685792063,0,159,68.5,32.216430524220485,1037.8983957219252,0,0,0,0,0,0,0,0,0.0,68.77659574468085,0.0,68.5,0,0.0,0.0,0.0,12878.0,182.0,337085.1219767563,0.0,0.0,0.0,0.0,0,0,0,0.0,38204,0.0,38204,38204,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-8.8.8.8-41987-35752-6,192.168.1.100,41987,8.8.8.8,35752,6,04/05/2025 07:35:06 PM,306423,70,70,20164,18363,596,0,288.0571428571429,136.7001251777133,515,0,262.3285714285714,133.4461538727769,125731.42355502034,456.88476387216366,2204.482014388489,165902.97913947457,380799,-374422,-42523,-616.2753623188406,151963.3795036589,354167,-374422,16915,245.14492753623188,181632.649235651,370380,-383290,0,0,0,0,2800,2800,228.44238193608183,228.44238193608183,0,596,275.1928571428571,135.21392038233083,18282.804265159302,0,2,0,3,139,8,0,0,1.0,277.6357142857143,288.0571428571429,262.3285714285714,2800,3501.6,12.0,-19166.118401247088,5737.333333333333,20.333333333333332,-29178.86549614412,0.0,0.0,0.0,0.0,0,2780,69,40,306423,0.0,306423,306423,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-208.67.222.222-28097-80-17,10.0.0.50,28097,208.67.222.222,80,17,04/05/2025 07:35:12 PM,-47289,0,54,0,24414,0.0,0.0,0.0,0.0,917,0,452.1111111111111,207.0782977128405,0.0,0.0,-892.2452830188679,76707.05903528388,158986,-136365,0.0,0.0,0.0,0.0,0.0,-47289,-892.2452830188679,76707.05903528388,158986,-136365,0,0,0,0,0,1512,0.0,0.0,0,917,452.1111111111111,207.0782977128405,42881.4213836478,0,0,0,0,0,0,0,0,0.0,463.9259259259259,0.0,452.1111111111111,0,0.0,0.0,0.0,24414.0,53.0,-516272.28319482337,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-208.67.222.222-61389-53-17,10.0.0.50,61389,208.67.222.222,53,17,04/05/2025 07:35:13 PM,44570,168,0,4770,0,81,0,28.392857142857142,17.656752440862753,0.0,0.0,0.0,0.0,107022.66098272381,3769.3515817814673,266.8862275449102,319570.91821686295,699411,-752537,44570,266.8862275449102,319570.91821686295,699411,-752537,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6528,0,3769.3515817814673,0.0,0,81,28.392857142857142,17.656752440862753,311.7609067579128,0,0,0,0,0,0,0,0,0.0,28.392857142857142,28.392857142857142,0.0,6528,4770.0,159.0,107022.66098272381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,158,28,44570,0.0,44570,44570,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-208.67.222.222-27407-80-6,10.0.0.50,27407,208.67.222.222,80,6,04/05/2025 07:35:12 PM,63185,36,35,4842,4766,257,0,134.5,61.15857608358315,268,0,136.17142857142858,57.61101085234117,152061.40697950462,1123.6844187702777,902.6428571428571,33517.84348889354,70004,-75192,63185,1805.2857142857142,34684.72872094256,64521,-69979,35121,1032.9705882352941,36571.65752285239,59669,-75192,0,0,0,0,1440,1400,569.7554799398591,553.9289388304186,0,268,135.32394366197184,59.01689216968485,3482.993561368209,0,2,0,2,70,4,0,0,0.9722222222222222,135.32394366197184,134.5,136.17142857142858,1440,2339.0,17.0,80705.26533710578,4467.0,32.0,-112151.6444890786,0.0,0.0,0.0,0.0,17136,34132,34,40,63185,0.0,63185,63185,0.0,0.0,0.0,0.0,NeedManualLabel
